##############################################################################
# Generated by SWASHES version 1.05.00, 2025-04-22
##############################################################################
# Dimension: 1
# Type: 3 (=Dam break)
# Domain: 1
# Choice: 3 (=on a dry domain with friction (Dressler's solution))
##############################################################################
# PARAMETERS OF THE SOLUTION
# 
# Length of the domain: 2000 meters
# Space step: 10 meters
# Number of cells: 200
# Position of the dam: x=1000 meters
# Chezy friction coefficient: 40
# Time value: 40 seconds
##############################################################################
# 
#(i-0.5)*dx 	    h[i] 	    u[i] 	 topo[i] 	    q[i] 	 topo[i]+h[i] 	Fr[i]=Froude	 topo[i]+hc[i] 	
        5	        6	        0	        0	        0	        6	        0	        0	
       15	        6	        0	        0	        0	        6	        0	        0	
       25	        6	        0	        0	        0	        6	        0	        0	
       35	        6	        0	        0	        0	        6	        0	        0	
       45	        6	        0	        0	        0	        6	        0	        0	
       55	        6	        0	        0	        0	        6	        0	        0	
       65	        6	        0	        0	        0	        6	        0	        0	
       75	        6	        0	        0	        0	        6	        0	        0	
       85	        6	        0	        0	        0	        6	        0	        0	
       95	        6	        0	        0	        0	        6	        0	        0	
      105	        6	        0	        0	        0	        6	        0	        0	
      115	        6	        0	        0	        0	        6	        0	        0	
      125	        6	        0	        0	        0	        6	        0	        0	
      135	        6	        0	        0	        0	        6	        0	        0	
      145	        6	        0	        0	        0	        6	        0	        0	
      155	        6	        0	        0	        0	        6	        0	        0	
      165	        6	        0	        0	        0	        6	        0	        0	
      175	        6	        0	        0	        0	        6	        0	        0	
      185	        6	        0	        0	        0	        6	        0	        0	
      195	        6	        0	        0	        0	        6	        0	        0	
      205	        6	        0	        0	        0	        6	        0	        0	
      215	        6	        0	        0	        0	        6	        0	        0	
      225	        6	        0	        0	        0	        6	        0	        0	
      235	        6	        0	        0	        0	        6	        0	        0	
      245	        6	        0	        0	        0	        6	        0	        0	
      255	        6	        0	        0	        0	        6	        0	        0	
      265	        6	        0	        0	        0	        6	        0	        0	
      275	        6	        0	        0	        0	        6	        0	        0	
      285	        6	        0	        0	        0	        6	        0	        0	
      295	        6	        0	        0	        0	        6	        0	        0	
      305	        6	        0	        0	        0	        6	        0	        0	
      315	        6	        0	        0	        0	        6	        0	        0	
      325	        6	        0	        0	        0	        6	        0	        0	
      335	        6	        0	        0	        0	        6	        0	        0	
      345	        6	        0	        0	        0	        6	        0	        0	
      355	        6	        0	        0	        0	        6	        0	        0	
      365	        6	        0	        0	        0	        6	        0	        0	
      375	        6	        0	        0	        0	        6	        0	        0	
      385	        6	        0	        0	        0	        6	        0	        0	
      395	        6	        0	        0	        0	        6	        0	        0	
      405	        6	        0	        0	        0	        6	        0	        0	
      415	        6	        0	        0	        0	        6	        0	        0	
      425	        6	        0	        0	        0	        6	        0	        0	
      435	        6	        0	        0	        0	        6	        0	        0	
      445	        6	        0	        0	        0	        6	        0	        0	
      455	        6	        0	        0	        0	        6	        0	        0	
      465	        6	        0	        0	        0	        6	        0	        0	
      475	        6	        0	        0	        0	        6	        0	        0	
      485	        6	        0	        0	        0	        6	        0	        0	
      495	        6	        0	        0	        0	        6	        0	        0	
      505	        6	        0	        0	        0	        6	        0	        0	
      515	        6	        0	        0	        0	        6	        0	        0	
