##############################################################################
# Generated by SWASHES version 1.05.00, 2025-04-22
##############################################################################
# Dimension: 1
# Type: 3 (=Dam break)
# Domain: 1
# Choice: 3 (=on a dry domain with friction (Dressler's solution))
##############################################################################
# PARAMETERS OF THE SOLUTION
# 
# Length of the domain: 2000 meters
# Space step: 10 meters
# Number of cells: 200
# Position of the dam: x=1000 meters
# Chezy friction coefficient: 40
# Time value: 40 seconds
##############################################################################
# 
#(i-0.5)*dx 	    h[i] 	    u[i] 	 topo[i] 	    q[i] 	 topo[i]+h[i] 	Fr[i]=Froude	 topo[i]+hc[i] 	
      525	        6	        0	        0	        0	        6	        0	        0	
      535	        6	        0	        0	        0	        6	        0	        0	
      545	        6	        0	        0	        0	        6	        0	        0	
      555	        6	        0	        0	        0	        6	        0	        0	
      565	        6	        0	        0	        0	        6	        0	        0	
      575	        6	        0	        0	        0	        6	        0	        0	
      585	        6	        0	        0	        0	        6	        0	        0	
      595	        6	        0	        0	        0	        6	        0	        0	
      605	        6	        0	        0	        0	        6	        0	        0	
      615	        6	        0	        0	        0	        6	        0	        0	
      625	        6	        0	        0	        0	        6	        0	        0	
      635	        6	        0	        0	        0	        6	        0	        0	
      645	        6	        0	        0	        0	        6	        0	        0	
      655	        6	        0	        0	        0	        6	        0	        0	
      665	        6	        0	        0	        0	        6	        0	        0	
      675	        6	        0	        0	        0	        6	        0	        0	
      685	        6	        0	        0	        0	        6	        0	        0	
      695	 5.985456	0.01860768	        0	0.1113755	 5.985456	0.002428338	0.1081359	
      705	 5.855928	0.1853318	        0	  1.08529	 5.855928	0.02445218	0.4933337	
      715	 5.728264	0.3514256	        0	 2.013059	 5.728264	0.04687998	 0.744757	
      725	 5.602464	  0.51683	        0	 2.895521	 5.602464	0.06971459	0.9489897	
      735	 5.478524	0.6814816	        0	 3.733513	 5.478524	0.09295823	 1.124231	
      745	 5.356442	0.8453123	        0	 4.527866	 5.356442	0.1166123	 1.278516	
      755	 5.236217	 1.008249	        0	 5.279411	 5.236217	0.1406774	 1.416339	
      765	 5.117846	 1.170213	        0	  5.98897	 5.117846	0.1651532	 1.540559	
      775	 5.001327	  1.33112	        0	 6.657366	 5.001327	0.1900379	 1.653149	
      785	 4.886657	 1.490879	        0	 7.285415	 4.886657	0.2153287	  1.75555	
      795	 4.773836	 1.649392	        0	 7.873928	 4.773836	0.2410214	 1.848862	
      805	 4.662861	 1.806554	        0	  8.42371	 4.662861	  0.26711	 1.933953	
      815	 4.553731	  1.96225	        0	 8.935561	 4.553731	0.2935866	 2.011522	
      825	 4.446444	  2.11636	        0	 9.410275	 4.446444	0.3204414	 2.082149	
      835	 4.340999	  2.26875	        0	 9.848638	 4.340999	 0.347662	  2.14632	
      845	 4.237393	 2.419277	        0	 10.25143	 4.237393	0.3752336	 2.204448	
      855	 4.135627	 2.567789	        0	 10.61942	 4.135627	0.4031383	 2.256892	
      865	   4.0357	 2.714118	        0	 10.95336	   4.0357	0.4313549	 2.303962	
      875	  3.93761	 2.858084	        0	 11.25402	  3.93761	0.4598584	 2.345932	
      885	 3.841356	 2.999492	        0	 11.52212	 3.841356	0.4886197	 2.383043	
      895	  3.74694	 3.138132	        0	 11.75839	  3.74694	0.5176048	 2.415511	
      905	 3.654361	 3.273774	        0	 11.96355	 3.654361	0.5467747	 2.443526	
      915	 3.563619	 3.406169	        0	 12.13829	 3.563619	0.5760844	 2.467262	
      925	 3.474714	 3.535049	        0	 12.28328	 3.474714	0.6054822	 2.486871	
      935	 3.387649	 3.660119	        0	  12.3992	 3.387649	0.6349091	 2.502492	
      945	 3.302424	 3.781062	        0	 12.48667	 3.302424	0.6642979	 2.514248	
      955	 3.219041	 3.897529	        0	 12.54631	 3.219041	0.6935721	 2.522247	
      965	 3.137503	 4.009143	        0	  12.5787	 3.137503	0.7226449	 2.526586	
      975	 3.057813	  4.11549	        0	  12.5844	 3.057813	0.7514179	 2.527349	
      985	 2.979975	 4.216119	        0	 12.56393	 2.979975	  0.77978	 2.524608	
      995	 2.903992	 4.310538	        0	 12.51777	 2.903992	0.8076054	 2.518421	
     1005	 2.829871	 4.398206	        0	 12.44636	 2.829871	0.8347525	 2.508834	
     1015	 2.757618	 4.478532	        0	 12.35008	 2.757618	0.8610614	 2.495879	
     1025	  2.68724	 4.550868	        0	 12.22927	  2.68724	0.8863525	 2.479576	
     1035	 2.618744	 4.614499	        0	 12.08419	 2.618744	0.9104235	 2.459926	
     1045	 2.552142	 4.668641	        0	 11.91503	 2.552142	0.9330471	 2.436916	
     1055	 2.487443	  4.71243	        0	  11.7219	 2.487443	0.9539681	 2.410511	
     1065	 2.424661	 4.744914	        0	 11.50481	 2.424661	0.9729002	 2.380656	
     1075	 2.363811	 4.765038	        0	 11.26365	 2.363811	0.9895221	  2.34727	
     1085	 2.304909	 4.771637	        0	 10.99819	 2.304909	 1.003474	 2.310243	
     1095	 2.245088	 4.771637	        0	 10.71275	 2.245088	 1.016755	 2.270096	
     1105	 2.183312	 4.771637	        0	 10.41797	 2.183312	 1.031039	 2.228259	
     1115	 2.119373	 4.771637	        0	 10.11288	 2.119373	 1.046476	 2.184541	
     1125	 2.053028	 4.771637	        0	 9.796305	 2.053028	  1.06325	  2.13871	
     1135	 1.983983	 4.771637	        0	 9.466845	 1.983983	 1.081593	 2.090486	
     1145	 1.911878	 4.771637	        0	 9.122787	 1.911878	   1.1018	 2.039523	
     1155	 1.836266	 4.771637	        0	 8.761997	 1.836266	 1.124256	  1.98539	
     1165	 1.756581	 4.771637	        0	 8.381767	 1.756581	 1.149473	 1.927528	
     1175	 1.672082	 4.771637	        0	 7.978571	 1.672082	 1.178159	 1.865207	
     1185	 1.581776	 4.771637	        0	 7.547661	 1.581776	 1.211324	  1.79743	
     1195	 1.484269	 4.771637	        0	 7.082393	 1.484269	  1.25048	 1.722782	
     1205	 1.377503	 4.771637	        0	 6.572945	 1.377503	 1.298036	 1.639144	
     1215	   1.2582	 4.771637	        0	 6.003671	   1.2582	 1.358183	 1.543079	
     1225	 1.120517	 4.771637	        0	 5.346698	 1.120517	 1.439209	 1.428348	
     1235	0.9518619	 4.771637	        0	  4.54194	0.9518619	 1.561514	 1.281164	
     1245	0.7105716	 4.771637	        0	  3.39059	0.7105716	 1.807295	 1.054291	
     1255	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1265	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1275	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1285	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1295	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1305	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1315	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1325	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1335	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1345	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1355	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1365	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1375	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1385	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1395	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1405	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1415	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1425	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1435	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1445	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1455	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1465	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1475	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1485	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1495	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1505	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1515	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1525	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1535	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1545	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1555	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1565	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1575	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1585	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1595	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1605	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1615	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1625	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1635	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1645	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1655	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1665	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1675	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1685	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1695	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1705	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1715	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1725	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1735	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1745	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1755	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1765	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1775	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1785	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1795	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1805	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1815	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1825	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1835	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1845	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1855	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1865	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1875	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1885	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1895	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1905	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1915	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1925	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1935	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1945	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1955	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1965	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1975	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1985	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
     1995	      0.0	      0.0	        0	      0.0	        0	      NaN	        0	
